DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Price,Eco2_A,Eco2_B,Eco3_A,Eco3_B,Shops2_A,Shops2_B,LifeSquare_index
1,3,1.4817088,-0.05339828,-0.19964257,22,20,1977,-0.9387989,1,264,0,-0.16924,0,1,296595.2,0,1,0,1,0,1,2.074795
101,1,-0.8379057,-0.16736463,0.080975994,4,12,1971,-0.6735422,28,6533,1,-0.015213652,2,5,196083.19,0,1,0,1,0,1,-0.030994952
144,2,-0.2202741,-0.08261519,0.045898676,2,14,1988,1.5805836,27,5148,14,0.7348277,5,7,59174.777,0,1,0,1,0,1,0.091201104
124,3,1.0070788,0.08661462,0.18620795,8,17,2002,0.027162211,29,6566,7,1.1620834,4,0,497830.3,0,1,0,1,0,1,0.22036016
59,1,0.23244014,-0.05339828,-0.024255967,22,25,2017,-0.83472776,37,7687,11,-1.1389363,5,5,266621.12,0,1,0,1,0,1,0.43657506
1,2,-0.18090226,0.37091014,-0.024255967,17,22,2016,-0.9387989,1,264,0,-0.16924,0,1,199215.45,0,1,0,1,0,1,-1.8198987
27,1,-0.18090226,-0.05339828,-0.19964257,19,25,2015,-0.39237276,2,629,1,-0.16924,0,0,105571.68,0,1,0,1,1,0,-0.105458796
53,3,1.2813625,-0.05339828,-0.19964257,14,22,1977,-0.58158845,34,7759,0,-1.0679502,1,3,401316.47,0,1,0,1,0,1,1.8120725
27,1,-0.58109164,-0.2695965,-0.19964257,12,1,2015,-0.8503701,2,469,0,-0.16924,0,0,140727.02,0,1,0,1,0,1,2.342142
41,2,-0.08257203,-0.045979895,0.045898676,7,12,1983,-0.99805254,46,10309,1,-1.0532173,1,16,224277.83,0,1,0,1,0,1,-0.037332624
2,3,1.0432714,0.17604086,0.080975994,5,5,1962,-0.7033501,42,9292,3,2.1344585,0,3,335785.78,0,1,0,1,0,1,-0.26130718
47,1,-0.719925,-0.18987174,0.010821353,6,17,2004,-0.99805254,46,10309,1,-1.0532173,1,16,175335.67,0,1,0,1,0,1,0.46713945
53,3,1.338247,-0.05339828,-0.19964257,7,22,2014,-0.58158845,34,7759,0,-1.0679502,1,3,414520.62,0,1,0,1,0,1,1.8866677
23,1,-0.71483856,-0.05339828,-0.19964257,14,17,1977,-0.3619477,6,1437,3,-0.16924,0,2,110620.63,0,1,0,1,0,1,-0.80563277
61,1,-0.86484987,-0.21702376,0.010821353,14,17,2012,1.5246687,52,10311,6,-0.16924,1,9,194492.61,0,1,0,1,0,1,0.57145697
113,2,-0.4650386,-0.10347301,-0.059333283,3,5,1969,1.5846936,30,5048,9,-0.9393717,2,5,191289.97,0,1,1,0,0,1,-0.071522035
23,1,-0.585381,-0.05339828,-0.19964257,11,25,1977,-0.3619477,6,1437,3,-0.16924,0,2,115757.85,0,1,0,1,0,1,-0.63586944
66,2,-0.5461903,0.09618583,-0.059333283,1,9,1968,-0.060747508,50,12238,8,1.2638748,2,3,190404.52,0,1,0,1,0,1,-1.3520964
91,3,0.20768541,0.0919437,-0.059333283,5,9,1968,1.8067154,30,6564,1,-0.16924,0,0,144949.08,0,1,0,1,0,1,-0.5975382
47,1,-1.1439117,-0.23704351,0.010821353,21,22,2007,1.5068736,16,4048,3,-0.16924,1,3,180242.53,0,1,0,1,0,1,0.2681442
52,1,-0.8177798,-0.16962528,0.080975994,8,22,1991,2.1197524,34,7065,1,-0.37014392,2,5,184258.38,0,1,0,1,0,1,0.03068557
119,3,-0.050809078,0.01521331,-0.059333283,5,5,1964,-0.9902776,42,7651,1,-0.16924,1,5,196209.53,0,1,0,1,0,1,-0.43389937
8,2,-0.035045985,-0.042490367,0.045898676,1,14,1986,2.8509405,26,4439,1,0.13881269,1,5,205708.06,0,1,1,0,0,1,-0.004454658
1,1,-0.6663798,-0.22597982,0.045898676,15,17,1991,-0.78347254,33,5261,0,-1.0532173,3,1,169850.22,0,1,0,1,0,1,1.1512563
9,3,1.2599821,0.143797,0.15113063,3,14,2008,0.094650574,8,1986,0,-0.16924,0,0,275125.3,0,1,0,1,0,1,0.102871515
23,2,0.086955436,-0.05339828,0.010821353,4,3,1977,-0.9501825,1,388,0,-0.16924,0,0,79933.45,0,1,0,1,0,1,0.24579446
66,3,0.18247092,0.11236396,-0.059333283,5,9,1975,-0.060747508,50,12238,8,1.2638748,2,3,277865.28,0,1,0,1,0,1,-0.72287345
99,2,-0.52847266,-0.10926223,0.045898676,12,14,1998,-0.71722656,66,10573,1,0.39596975,3,8,118629.69,0,1,0,1,0,1,-0.113126636
1,2,0.12254278,-0.052878376,0.11605331,9,17,1992,-0.78347254,33,5261,0,-1.0532173,3,1,208128.66,0,1,0,1,0,1,0.28780508
124,2,-0.6936909,-0.13038842,-0.059333283,4,5,1968,0.027162211,29,6566,7,1.1620834,4,0,221578.58,0,1,0,1,0,1,-0.17064917
23,1,-0.6277749,-0.05339828,-0.19964257,9,25,1977,-0.3619477,6,1437,3,-0.16924,0,2,116854.52,0,1,0,1,0,1,-0.69146234
45,3,0.9023334,0.10110851,0.045898676,9,9,1973,-0.8774577,19,3806,4,-0.16924,0,3,338563.5,0,1,0,1,0,1,0.025639595
101,2,0.6187809,0.03151088,-0.024255967,5,5,1960,0.8987402,41,6558,7,0.698665,3,2,286274.34,1,0,0,1,0,1,0.20006801
12,2,-0.06201898,-0.05044967,0.045898676,6,14,1997,-0.23574677,74,19083,2,-0.16924,5,15,269261.84,0,1,0,1,0,1,0.025829656
164,3,0.61658555,0.08527871,0.11605331,7,7,1941,3.0867941,13,2514,19,-0.16924,0,6,300441.28,0,1,0,1,0,1,-0.15767527
93,3,4.020761,-0.05339828,-0.19964257,2,2,1977,-0.95705616,0,186,0,-0.16924,0,0,200303.36,0,1,0,1,0,1,5.404365
9,3,1.0258964,0.10562358,0.080975994,14,22,1984,0.1460848,11,2370,0,-0.16924,0,1,246093.16,0,1,0,1,0,1,0.11634839
13,2,0.16303064,-0.0016392856,0.11605331,2,16,1982,-0.23574677,74,19083,2,-0.16924,5,15,85665.84,0,1,0,1,0,1,-0.07431806
90,1,-1.1211072,-0.18952945,-0.059333283,6,5,1965,1.2286339,37,5288,0,1.2196759,3,2,145765.0,0,1,0,1,0,1,-0.30841354
27,1,-0.59301203,-0.05339828,-0.024255967,9,0,1977,-0.39237276,2,629,1,-0.16924,0,0,149413.2,0,1,0,1,1,0,-0.6458762
17,4,0.4851541,0.1962806,-0.024255967,8,9,1968,-0.9903112,33,6783,3,-0.16924,1,9,368256.84,0,1,0,1,0,1,-0.82201135
52,2,0.4643981,-0.05339828,-0.024255967,14,17,1977,2.1197524,34,7065,1,-0.37014392,2,5,161446.33,0,1,0,1,0,1,0.74075174
26,2,-0.41587222,-0.09175906,-0.059333283,4,5,1965,-0.9986406,36,6714,2,2.2041051,0,2,217361.7,0,1,0,1,0,1,-0.1051587
31,1,0.0712794,-0.20026118,0.11605331,32,40,1977,0.27297002,32,5889,10,-0.26299518,4,1,393799.53,0,1,1,0,0,1,2.193431
1,3,0.37158358,0.036288224,0.045898676,11,14,1989,-0.78347254,33,5261,0,-1.0532173,3,1,248885.4,0,1,0,1,0,1,-0.10259044
58,2,-0.8944627,-0.13555227,0.010821353,9,9,1964,1.607652,11,2748,1,-0.16924,0,0,147247.88,0,1,0,1,0,1,-0.4459558
158,2,0.3505681,0.065440975,0.045898676,9,8,1939,-0.6454913,37,6856,84,1.223694,2,5,87268.1,0,1,0,1,0,1,-0.3078267
1,1,-0.71376836,-0.17226097,0.045898676,16,17,1989,-0.78347254,33,5261,0,-1.0532173,3,1,148282.98,0,1,0,1,0,1,0.24987628
170,1,-0.8830315,-0.18575494,0.045898676,10,17,1992,0.83668965,21,4472,6,0.5674078,4,7,208993.95,0,1,0,1,1,0,0.10189863
1,1,-0.18090226,0.05362516,-0.19964257,17,17,1977,-0.9387989,1,264,0,-0.16924,0,1,135862.44,0,1,0,1,0,1,-0.7939903
105,1,-1.0170846,-0.16567527,-0.059333283,7,9,1974,-0.41335455,31,6119,4,-0.16924,1,2,186211.58,0,1,0,1,0,1,-0.3681237
13,3,1.0832196,0.13933615,0.11605331,15,14,1999,-0.23574677,74,19083,2,-0.16924,5,15,335795.56,0,1,0,1,0,1,-0.030801814
1,3,0.33070946,0.056485817,0.045898676,8,14,1992,-0.78347254,33,5261,0,-1.0532173,3,1,233803.2,0,1,0,1,0,1,-0.27461323
46,1,-1.2155862,-0.16676627,-0.059333283,1,5,1968,-0.9986406,47,11319,0,0.15890309,3,5,149286.8,0,1,0,1,0,1,-0.7109878
36,3,0.8608347,0.2353868,0.045898676,2,5,1968,-0.26246524,8,1497,5,-0.16924,1,0,314391.56,0,1,0,1,0,1,-0.6764475
6,2,-0.18090226,0.35338762,0.010821353,18,17,1977,1.0447632,5,1564,0,-0.65140945,0,0,188319.66,0,1,0,1,0,1,-1.7835686
94,2,-0.45821422,-0.06837877,-0.059333283,4,9,1974,0.07157142,43,8429,3,-0.16924,3,9,87120.305,0,1,0,1,0,1,-0.3574813
13,1,-0.75145197,-0.20393625,0.045898676,6,12,1982,-0.23574677,74,19083,2,-0.16924,5,15,162524.73,0,1,0,1,0,1,0.6066311
22,2,0.2904395,0.32514292,-0.19964257,4,17,1977,-0.0026897993,30,6207,1,0.20979875,1,0,185139.4,0,1,0,1,0,1,-1.3934298
1,1,-0.80359703,-0.1944196,0.010821353,9,17,2016,-0.9387989,1,264,0,-0.16924,0,1,102818.95,0,1,0,1,0,1,0.36716974
27,3,1.1410462,-0.05339828,-0.19964257,10,17,1977,0.7775519,9,1892,0,-0.16924,0,1,170966.83,0,1,0,1,0,1,1.6280695
31,1,-0.18090226,-0.01819249,-0.024255967,6,9,1979,0.27297002,32,5889,10,-0.26299518,4,1,174517.02,0,1,1,0,0,1,-0.3670159
23,2,0.25845027,-0.05339828,-0.19964257,20,25,1977,-0.3619477,6,1437,3,-0.16924,0,2,156472.34,0,1,0,1,0,1,0.47068316
23,1,-0.659135,-0.05339828,-0.19964257,5,17,1977,-0.3619477,6,1437,3,-0.16924,0,2,108068.48,0,1,0,1,0,1,-0.73258626
47,3,0.5843502,0.002620748,0.045898676,14,17,1979,-0.14270838,23,4583,3,-0.16924,3,3,298920.8,0,1,0,1,0,1,0.3837643
88,3,0.3646884,0.0921503,-0.059333283,13,12,1971,0.07157142,43,8429,3,-0.16924,3,9,285341.47,0,1,0,1,0,1,-0.444897
123,3,2.0098596,0.26015803,0.11605331,18,20,2005,-0.9986406,6,2733,0,-0.1424528,0,4,457744.47,0,1,0,1,0,1,0.09786093
8,2,-0.04039346,-0.044960834,0.045898676,12,17,1995,0.84144735,28,6746,3,-0.16924,1,4,238608.66,0,1,0,1,0,1,0.008716997
78,3,1.1627771,0.13388011,0.18620795,5,17,2007,-0.22321486,21,4346,2,-1.1536692,1,2,356579.97,0,1,0,1,0,1,0.07299733
94,2,-0.5422445,-0.11398973,-0.024255967,1,12,1977,3.386085,25,6149,0,-0.16924,0,0,158095.61,0,1,0,1,0,1,-0.08999513
74,3,0.99984086,0.21221556,0.22128527,4,17,2004,2.1197524,34,7065,1,-0.37014392,2,5,356169.28,0,1,0,1,0,1,-0.4679259
96,1,-0.62876546,-0.2538061,0.010821353,7,10,2001,-0.65318114,53,14892,4,-0.16924,1,4,161933.52,0,1,0,1,0,1,1.8171054
6,2,0.5514207,-0.05339828,-0.19964257,8,17,1977,1.0447632,5,1564,0,-0.65140945,0,0,175492.16,0,1,0,1,0,1,0.854868
59,1,0.17079227,-0.05339828,-0.19964257,7,17,1977,-0.83472776,37,7687,11,-1.1389363,5,5,293722.2,0,1,0,1,0,1,0.3557335
169,1,-0.3090399,-0.05339828,-0.024255967,9,0,1977,0.5046179,18,3594,4,-1.1175065,1,5,232617.6,0,1,0,1,0,1,-0.27349135
23,1,-0.18090226,0.90651923,-0.024255967,3,2,1977,-0.88039964,2,475,0,-0.16924,0,0,218718.05,0,1,0,1,0,1,-2.4880564
22,1,-0.79806477,-0.23923111,0.045898676,12,14,1977,0.12063436,49,11395,3,0.50847596,3,4,173907.5,0,1,0,1,1,0,1.1030552
27,1,-0.11804749,0.2032893,-0.19964257,5,4,1977,-0.39237276,2,629,1,-0.16924,0,0,140647.56,0,1,0,1,1,0,-1.3447028
69,3,0.98492324,0.11812145,0.11605331,14,17,1986,-0.9903112,33,6783,3,-0.16924,1,9,478946.25,0,1,0,1,0,1,0.001588303
101,1,-1.1109669,-0.1682815,-0.059333283,7,5,1967,0.8987402,41,6558,7,0.698665,3,2,154030.2,1,0,0,1,0,1,-0.5098596
1,1,-0.40377277,-0.05339828,-0.19964257,1,1,1977,-0.9387989,1,264,0,-0.16924,0,1,124591.336,0,1,0,1,0,1,-0.39771855
1,2,0.5414734,-0.05339828,-0.19964257,13,17,1977,-0.9387989,1,264,0,-0.16924,0,1,205290.16,0,1,0,1,0,1,0.8418238
41,4,0.64624935,0.13533017,-0.024255967,10,9,1978,-0.6951412,24,4378,0,0.012912899,1,1,272097.78,0,1,0,1,0,1,-0.40582782
132,2,-0.38094893,-0.07918845,0.080975994,5,12,1973,-0.9342938,35,7077,56,1.7072028,3,19,338988.2,0,1,0,1,0,1,-0.16396959
5,1,-0.18090226,-0.05339828,-0.19964257,1,1,1977,0.26852807,16,3433,4,2.1652637,4,5,369472.4,0,1,0,1,0,1,-0.105458796
61,1,-0.79598016,-0.19242296,-0.024255967,7,9,1976,1.5246687,52,10311,6,-0.16924,1,9,189919.83,0,1,0,1,0,1,0.35493916
57,3,1.5493577,0.14323702,0.11605331,18,22,2004,0.12063436,49,11395,3,0.50847596,3,4,379876.2,0,1,0,1,1,0,0.36629665
59,3,2.716449,0.28957343,0.3966719,7,20,2009,-0.83472776,37,7687,11,-1.1389363,5,5,589179.5,0,1,0,1,0,1,0.47350404
28,1,-1.2228707,-0.19605891,-0.024255967,9,8,1964,-0.0026897993,30,6207,1,0.20979875,1,0,154860.03,0,1,0,1,0,1,-0.43437082
9,3,0.20984927,0.09548218,-0.024255967,8,9,1975,0.094650574,8,1986,0,-0.16924,0,0,218251.5,0,1,0,1,0,1,-0.61353225
67,1,-0.66460794,-0.18601258,0.010821353,16,16,1983,-0.15461172,43,7227,0,-0.16924,1,6,199704.03,0,1,0,1,1,0,0.51978326
99,2,-0.5753711,-0.08399661,-0.059333283,4,9,1968,-0.71722656,66,10573,1,0.39596975,3,8,90782.52,0,1,0,1,0,1,-0.39759928
25,1,-0.85941,-0.24216081,0.045898676,2,17,1999,-0.412573,53,13670,4,-0.16924,1,11,165261.7,0,1,0,1,0,1,1.0161663
25,3,1.5393566,-0.05339828,-0.19964257,6,25,2016,-0.412573,53,13670,4,-0.16924,1,11,279451.7,0,1,0,1,0,1,2.1503916
48,3,1.3786837,0.55548275,-0.19964257,5,12,2016,-0.6531115,46,9515,5,-0.16924,1,10,422486.88,0,1,0,1,0,1,-1.2830111
74,2,-0.8462678,-0.11652471,-0.024255967,9,12,1970,2.1197524,34,7065,1,-0.37014392,2,5,162479.8,0,1,0,1,0,1,-0.53350616
27,1,1.4544048,-0.05339828,-0.19964257,3,2,2016,0.7775519,9,1892,0,-0.16924,0,1,204223.83,0,1,0,1,0,1,2.0389903
28,1,-0.8415945,-0.18988092,0.080975994,4,17,1977,-0.0026897993,30,6207,1,0.20979875,1,0,201362.27,0,1,0,1,0,1,0.23320273
21,2,-0.5564209,-0.0936169,-0.024255967,2,9,1979,0.6354578,47,8004,3,-1.2072437,3,5,173591.86,0,1,0,1,0,1,-0.2920624
27,1,-0.17560595,0.18596418,-0.19964257,6,24,2014,-0.39237276,2,629,1,-0.16924,0,0,157892.62,0,1,0,1,1,0,-1.3358939
53,2,0.2113735,0.098477244,0.010821353,7,24,2017,-0.58158845,34,7759,0,-1.0679502,1,3,321914.6,0,1,0,1,0,1,-0.6272156
1,3,1.4888546,-0.05339828,-0.19964257,15,20,1977,-0.9387989,1,264,0,-0.16924,0,1,266264.47,0,1,0,1,0,1,2.0841658
94,3,0.48652768,0.0173101,0.045898676,5,9,1974,0.07157142,43,8429,3,-0.16924,3,9,242739.81,0,1,0,1,0,1,0.1578827
46,1,-1.0801636,-0.20902954,-0.024255967,6,5,1963,0.5875202,31,6137,4,-0.16924,0,1,142314.08,0,1,0,1,0,1,0.0074927583
1,3,1.6061474,-0.05339828,-0.024255967,16,17,1977,-0.9387989,1,264,0,-0.16924,0,1,250572.56,0,1,0,1,0,1,2.237977
85,3,1.0311899,0.14644213,0.11605331,11,16,1983,-0.6862727,52,11217,1,1.7058634,1,7,341186.6,0,1,0,1,0,1,-0.11714818
6,1,-0.5817317,-0.05339828,-0.19964257,16,25,1977,1.0447632,5,1564,0,-0.65140945,0,0,129020.39,0,1,0,1,0,1,-0.6310838
84,2,-0.28533435,-0.06598815,-0.059333283,5,5,1961,-0.9475888,30,5285,0,-0.5107767,6,6,176486.72,0,1,0,1,0,1,-0.1422706
120,2,0.46762678,-0.020219134,0.11605331,20,22,2014,-0.9927666,14,3369,24,4.155552,0,3,147964.47,0,1,0,1,0,1,0.43631548
83,3,-0.080716535,-0.029071122,-0.059333283,8,9,1975,-0.9337749,38,4788,2,-0.16924,0,4,229313.92,0,1,0,1,0,1,-0.16621083
64,2,-0.45648628,-0.1124482,-0.024255967,3,9,1969,0.14108858,46,7960,6,-0.9058877,3,11,205873.3,0,1,0,1,0,1,0.02598945
78,1,-0.6580167,-0.18730299,0.11605331,11,14,2006,-0.22321486,21,4346,2,-1.1536692,1,2,143098.95,0,1,0,1,0,1,0.5501748
53,1,-0.18090226,0.079493634,-0.19964257,18,25,2015,-0.58158845,34,7759,0,-1.0679502,1,3,187306.48,0,1,0,1,0,1,-0.9210346
18,3,0.5614084,0.07156736,0.010821353,5,14,1986,-0.9986406,30,5562,0,-0.16924,0,5,91539.445,0,1,0,1,1,0,-0.12964116
6,2,0.32137987,-0.05339828,-0.19964257,16,25,2017,1.0447632,5,1564,0,-0.65140945,0,0,191217.34,0,1,0,1,0,1,0.5532055
2,2,-0.5909517,-0.0766103,-0.059333283,9,9,1968,0.09880995,39,10418,9,-0.16924,1,9,232131.05,0,1,0,1,0,1,-0.47665998
44,3,1.5288182,-0.05339828,-0.19964257,18,17,2018,-0.6951412,24,4378,0,0.012912899,1,1,395301.1,0,1,0,1,0,1,2.136572
53,2,-0.80704147,-0.22403234,0.010821353,2,17,2005,1.6389529,22,4625,11,3.7885675,2,10,221404.05,0,1,0,1,0,1,0.8093606
34,3,1.3745736,-0.05339828,-0.19964257,16,1,2015,-0.412573,53,13670,4,-0.16924,1,11,315641.22,0,1,0,1,0,1,1.9343045
37,2,-0.5281895,-0.07879899,-0.024255967,6,12,1970,0.075232126,28,7287,5,-0.9460685,1,3,192358.12,0,1,0,1,0,1,-0.37248433
97,1,-0.73060375,-0.17928776,0.11605331,4,16,1982,1.5805836,27,5148,14,0.7348277,5,7,188707.73,0,1,0,1,0,1,0.30684197
81,1,-0.45835724,-0.23081863,0.080975994,9,24,2014,1.6883968,25,4756,16,2.4518867,5,8,203894.4,0,1,0,1,0,1,1.7071939
153,2,0.044205587,-0.044342346,0.080975994,4,12,1994,-0.71722656,66,10573,1,0.39596975,3,8,228489.72,0,1,0,1,0,1,0.11232967
9,1,-0.6693343,-0.05339828,-0.19964257,15,1,1977,0.3585488,25,5648,1,-1.3344828,2,4,139025.78,0,1,0,1,0,1,-0.74596107
100,2,-0.81253785,-0.18567696,0.010821353,6,9,1965,0.68299246,23,3975,8,-0.34335673,2,0,195257.22,0,1,0,1,0,1,0.23462704
23,3,1.2343997,-0.05339828,-0.024255967,2,3,1977,-0.70746034,0,168,0,-0.16924,0,0,195153.88,0,1,0,1,0,1,1.7504882
58,2,-0.20690474,-0.077965245,-0.024255967,8,9,1968,1.607652,11,2748,1,-0.16924,0,0,168086.31,0,1,0,1,0,1,0.06788056
138,2,-0.071871534,-0.05905639,0.045898676,8,16,1981,-0.9986406,36,6714,2,2.2041051,0,2,260848.64,0,1,0,1,0,1,0.08552647
48,1,-0.72370034,-0.21784012,0.11605331,19,22,1996,-0.6531115,46,9515,5,-0.16924,1,10,215083.97,0,1,0,1,0,1,0.88445854
1,3,-0.18090226,0.6153967,-0.19964257,6,17,2015,-0.9387989,1,264,0,-0.16924,0,1,232678.34,0,1,0,1,0,1,-2.205789
7,2,-0.43998885,-0.07820556,-0.059333283,6,5,1962,-0.7033501,42,9292,3,2.1344585,0,3,203309.16,0,1,0,1,0,1,-0.25439113
41,2,-0.07806752,-0.02903999,0.045898676,10,12,1983,-0.99805254,46,10309,1,-1.0532173,1,16,241377.9,0,1,0,1,0,1,-0.16315651
93,3,5.6553674,-0.05339828,-0.19964257,5,3,1977,-0.95705616,0,186,0,-0.16924,0,0,211325.58,0,1,0,1,0,1,7.547895
26,1,-0.8257862,-0.22897895,0.010821353,11,17,1999,-0.9986406,36,6714,2,2.2041051,0,2,191967.11,0,1,0,1,0,1,0.8529571
41,3,1.1282147,0.16148122,0.11605331,13,14,2011,0.47216997,36,10055,3,-0.16924,1,0,231738.03,0,1,0,1,0,1,-0.112660594
191,2,0.3015266,-0.041112997,0.11605331,9,16,1985,0.07157142,43,8429,3,-0.16924,3,9,313741.66,0,1,0,1,0,1,0.4135323
52,2,-0.05220862,0.2328931,-0.024255967,15,17,1977,2.1197524,34,7065,1,-0.37014392,2,5,151407.19,0,1,0,1,0,1,-1.3843309
8,2,-0.59999615,-0.13266988,-0.024255967,4,14,1975,0.84144735,28,6746,3,-0.16924,1,4,199066.33,0,1,0,1,0,1,0.002164898
187,1,-0.79249257,-0.1991482,0.045898676,12,14,2004,-0.65318114,53,14892,4,-0.16924,1,4,203089.53,0,1,0,1,0,1,0.45472497
27,1,-0.68709284,0.052177336,-0.19964257,11,17,2015,-0.9007227,4,915,0,-0.16924,0,0,124522.35,0,1,0,1,0,1,-1.3191446
62,3,2.397094,-0.05339828,-0.19964257,3,17,1977,-0.39237276,2,629,1,-0.16924,0,0,240770.0,0,1,0,1,1,0,3.2751799
26,2,-0.7726324,-0.1563049,-0.024255967,3,14,1975,-0.9986406,36,6714,2,2.2041051,0,2,190562.28,0,1,0,1,0,1,-0.03788896
34,5,3.2759016,1.0207682,-0.19964257,25,1,1977,-0.412573,53,13670,4,-0.16924,1,11,455446.4,0,1,0,1,0,1,-1.2758144
93,2,0.4310271,-0.03993219,0.15113063,14,22,2016,-0.57097846,43,10621,1,-1.3344828,2,3,170511.22,0,1,0,1,0,1,0.56759065
61,3,0.2724965,0.1056345,-0.024255967,4,9,1977,1.5246687,52,10311,6,-0.16924,1,9,262307.53,0,1,0,1,0,1,-0.6043678
74,2,0.96740276,-0.05339828,-0.19964257,5,1,1977,-0.3619477,6,1437,3,-0.16924,0,2,249093.78,0,1,0,1,0,1,1.4003632
116,1,-1.0566798,-0.23422351,-0.094410606,5,9,1965,1.867045,27,5664,48,1.7058634,3,11,198412.42,0,1,0,1,0,1,0.42251593
101,1,-0.94845164,-0.18520169,0.080975994,12,12,1967,-0.6735422,28,6533,1,-0.015213652,2,5,160779.55,0,1,0,1,0,1,-0.02877937
23,1,-0.18090226,0.8955362,-0.19964257,26,25,1977,-0.3619477,6,1437,3,-0.16924,0,2,223249.33,0,1,0,1,0,1,-2.4795728
75,3,0.9430843,-0.11673507,0.080975994,11,15,1999,0.027162211,29,6566,7,1.1620834,4,0,415070.47,0,1,0,1,0,1,2.221421
61,3,0.08334125,0.02123542,-0.024255967,10,9,1976,1.5246687,52,10311,6,-0.16924,1,9,226015.05,0,1,0,1,0,1,-0.32137233
41,1,-1.0011746,-0.16161068,0.080975994,10,12,1967,0.47216997,36,10055,3,-0.16924,1,0,176808.84,0,1,0,1,0,1,-0.3805946
21,2,0.19133253,-0.00764997,0.11605331,5,17,1995,0.6354578,47,8004,3,-1.2072437,3,5,261074.44,0,1,0,1,0,1,0.0032747407
9,2,0.10909838,-0.0675671,0.045898676,5,14,1993,0.3585488,25,5648,1,-1.3344828,2,4,189032.19,0,1,0,1,0,1,0.40563205
8,2,-0.42665082,-0.07662544,-0.024255967,3,9,1970,2.8509405,26,4439,1,0.13881269,1,5,168221.98,0,1,1,0,0,1,-0.24874906
100,1,-0.9168149,-0.21955542,0.010821353,10,12,1964,0.68299246,23,3975,8,-0.34335673,2,0,223853.12,0,1,0,1,0,1,0.4999502
48,1,-0.18090226,0.03594957,0.045898676,1,16,1980,-0.6531115,46,9515,5,-0.16924,1,10,194551.92,0,1,0,1,0,1,-0.6998863
128,1,-0.68528926,-0.18231715,0.045898676,6,17,1993,-0.9986406,27,4798,0,-1.3344828,2,8,179905.28,0,1,0,1,0,1,0.43080986
79,2,0.29445425,-0.04822521,0.2563626,4,19,2002,0.027162211,29,6566,7,1.1620834,4,0,367189.5,0,1,0,1,0,1,0.4693722
101,3,0.39677784,0.12308494,0.010821353,1,4,1960,0.8987402,41,6558,7,0.698665,3,2,124718.52,1,0,0,1,0,1,-0.5739134
109,2,-0.6457794,-0.07245343,-0.024255967,4,9,1976,0.14680631,30,6141,10,-1.0237514,3,6,203549.77,0,1,0,1,0,1,-0.5831089
23,2,-0.18090226,0.22807868,-0.19964257,17,17,1977,-0.3619477,6,1437,3,-0.16924,0,2,164429.75,0,1,0,1,0,1,-1.4715111
62,1,-0.75749403,-0.18184796,-0.024255967,10,9,1975,-0.98005825,39,7614,3,-0.16924,1,5,169471.52,0,1,0,1,1,0,0.28939766
62,1,-0.17770298,-0.05339828,-0.19964257,3,17,1977,-0.39237276,2,629,1,-0.16924,0,0,154164.14,0,1,0,1,1,0,-0.10126361
7,1,-0.82604796,-0.21808316,0.045898676,5,12,1986,-0.7033501,42,9292,3,2.1344585,0,3,113886.984,0,1,0,1,0,1,0.67062026
61,1,-0.7995348,-0.20007364,0.045898676,9,16,1980,1.5246687,52,10311,6,-0.16924,1,9,181918.22,0,1,0,1,0,1,0.45383492
25,2,1.1798973,-0.05339828,-0.19964257,10,24,1977,-0.412573,53,13670,4,-0.16924,1,11,319912.1,0,1,0,1,0,1,1.6790171
1,2,0.5199571,-0.05339828,-0.19964257,5,17,2018,-0.9387989,1,264,0,-0.16924,0,1,231033.08,0,1,0,1,0,1,0.81360865
30,1,0.37503794,-0.05339828,-0.19964257,4,17,1977,-0.997984,22,6398,141,0.026306495,3,23,173209.19,0,1,0,1,0,1,0.62356985
143,2,-0.11316207,-0.03157806,0.010821353,4,5,1958,-0.57968855,18,3746,9,-1.2742116,3,1,294083.56,0,1,0,1,0,1,-0.18785724
58,3,1.994234,0.73839736,-0.19964257,4,3,1977,2.6804702,23,5735,3,0.07720216,0,5,222643.17,0,1,0,1,0,1,-1.339543
2,1,-0.99807686,-0.21389516,-0.059333283,5,5,1966,0.09880995,39,10418,9,-0.16924,1,9,152838.64,0,1,0,1,0,1,0.24411699
137,3,0.705535,0.10039283,0.22128527,3,8,1955,0.68299246,23,3975,8,-0.34335673,2,0,527120.8,0,1,0,1,0,1,-0.15990163
62,1,-0.18090226,0.21745683,-0.19964257,5,1,2015,-0.39237276,2,629,1,-0.16924,0,0,131797.47,0,1,0,1,1,0,-1.4399198
7,2,-0.803105,-0.087768614,-0.024255967,6,12,1966,-0.7033501,42,9292,3,2.1344585,0,3,217053.0,0,1,0,1,0,1,-0.692091
52,2,0.4263607,-0.05339828,0.11605331,13,17,2015,2.1197524,34,7065,1,-0.37014392,2,5,160148.75,0,1,0,1,0,1,0.6908714
27,3,1.2765464,-0.05339828,0.11605331,19,22,1977,0.7775519,9,1892,0,-0.16924,0,1,165121.02,0,1,0,1,0,1,1.8057572
20,2,0.056516796,-0.02621615,0.080975994,14,17,2002,-0.83472776,37,7687,11,-1.1389363,5,5,86108.836,0,1,0,1,0,1,-0.018183671
